id,area_id,google_places_id,google_places_name,name,address,phone_number,url,google_maps_url,mon_opening_hours,tue_opening_hours,wed_opening_hours,thu_opening_hours,fri_opening_hours,sat_opening_hours,sun_opening_hours,latitude,longitude
89,7,ChIJeQ9PCX1iA2ARN_8eGuiVdRg,places/ChIJeQ9PCX1iA2ARN_8eGuiVdRg,カラオケ CLUB DAM 豊明店,愛知県豊明市大久伝町南４−３,0562-91-3020,https://karaokeclub.jp/shop/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1%EF%BD%83%EF%BD%8C%EF%BD%95%EF%BD%82-%EF%BD%84%EF%BD%81%EF%BD%8D%E8%B1%8A%E6%98%8E%E5%BA%97/,https://maps.google.com/?cid=1762479653288607543,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～2時00分,35.051157,137.020927
90,8,ChIJk9LG-8ygA2ARD9rpCs7GoXg,places/ChIJk9LG-8ygA2ARD9rpCs7GoXg,カラオケ CLUB DAM Resort 一宮駅前店,愛知県一宮市栄３丁目３−６,0586-64-6767,https://karaokeclub.jp/shop/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1%EF%BD%83%EF%BD%8C%EF%BD%95%EF%BD%82-%EF%BD%84%EF%BD%81%EF%BD%8D-resort%E4%B8%80%E5%AE%AE%E9%A7%85%E5%89%8D%E5%BA%97/,https://maps.google.com/?cid=8692447344050428431,月曜日: 定休日,火曜日: 定休日,水曜日: 11時00分～23時00分,木曜日: 11時00分～23時00分,金曜日: 11時00分～2時00分,土曜日: 11時00分～2時00分,日曜日: 11時00分～23時00分,35.303772,136.79907
91,1,ChIJ79TSY9RwA2AR4Wfe1JACmH8,places/ChIJ79TSY9RwA2AR4Wfe1JACmH8,カラオケJOYJOY 栄錦通店,愛知県名古屋市中区錦３丁目２４−24番1号,052-953-7888,https://www.joyjoy.co.jp/store/view/Sakae-Nishiki-Dori,https://maps.google.com/?cid=9194101460346759137,月曜日: 24 時間営業,火曜日: 24 時間営業,水曜日: 24 時間営業,木曜日: 24 時間営業,金曜日: 24 時間営業,土曜日: 24 時間営業,日曜日: 24 時間営業,35.169652,136.905765
92,2,ChIJ6-Khy952A2ARcAbgtS5LiI4,places/ChIJ6-Khy952A2ARcAbgtS5LiI4,カラオケJOYJOY 名駅錦通店,愛知県名古屋市中村区名駅４丁目２５−２２,052-583-1113,https://www.joyjoy.co.jp/store/view/Meieki-Nishiki-Dori,https://maps.google.com/?cid=10270541614210352752,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.168807,136.888162
93,2,ChIJM5mF9N52A2AR_hmvUQ1t8a4,places/ChIJM5mF9N52A2AR_hmvUQ1t8a4,カラオケJOYJOY 名駅笹島2号店,愛知県名古屋市中村区名駅４丁目２７−７,052-551-7333,https://www.joyjoy.co.jp/store/view/Meieki-Sasashima-2nd,https://maps.google.com/?cid=12605976735959161342,"月曜日: 0時00分～6時00分, 10時00分～0時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.167991,136.886189
94,2,ChIJdQHOPd52A2AR86xu3OwWSbo,places/ChIJdQHOPd52A2AR86xu3OwWSbo,カラオケJOYJOY 名駅笹島店,愛知県名古屋市中村区名駅南１丁目２６−３６,052-561-5522,https://www.joyjoy.co.jp/store/view/Meieki-Sasashima,https://maps.google.com/?cid=13423285370920807667,月曜日: 24 時間営業,火曜日: 24 時間営業,水曜日: 24 時間営業,木曜日: 24 時間営業,金曜日: 24 時間営業,土曜日: 24 時間営業,日曜日: 24 時間営業,35.167322,136.884296
95,3,ChIJYfR95r9wA2AR4gFT07vYgGA,places/ChIJYfR95r9wA2AR4gFT07vYgGA,カラオケJOYJOY 千早スポルト店,愛知県名古屋市中区新栄２丁目４５−２６ スポルト名古屋 3F,052-251-8118,https://www.joyjoy.co.jp/store/view/Chihaya-Sport,https://maps.google.com/?cid=6953796125875962338,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.161485,136.921599
96,3,ChIJn3FaistwA2ARt0nWcIu3avs,places/ChIJn3FaistwA2ARt0nWcIu3avs,カラオケJOYJOY 大須赤門店,愛知県名古屋市中区大須４丁目１０−９２,052-251-7776,https://www.joyjoy.co.jp/store/view/Osu-Akamon,https://maps.google.com/?cid=18116494260572670391,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.160115,136.906278
97,3,ChIJveW8UWKdA2AReGUidGHFhIE,places/ChIJveW8UWKdA2AReGUidGHFhIE,カラオケJOYJOY 中川コロナワールド店,愛知県名古屋市中川区江松３丁目１１０ 中川コロナシネマワールド 2階,052-303-9700,https://www.joyjoy.co.jp/store/view/Nakagawa-Corona-World,https://maps.google.com/?cid=9332801350169421176,月曜日: 10時00分～1時00分,火曜日: 10時00分～1時00分,水曜日: 10時00分～1時00分,木曜日: 10時00分～1時00分,金曜日: 10時00分～3時00分,土曜日: 10時00分～3時00分,日曜日: 10時00分～1時00分,35.125508,136.823354
98,3,ChIJTVfb-Td3A2AROfQ9ofzsz_A,places/ChIJTVfb-Td3A2AROfQ9ofzsz_A,カラオケJOYJOY 中川山王店,愛知県名古屋市中川区山王２丁目３−７５ カラオケＪＯＹＪＯＹ,052-323-5454,https://www.joyjoy.co.jp/store/view/Nakagawa-Sanno,https://maps.google.com/?cid=17352348459062916153,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.150529,136.893197
99,3,ChIJjc_w_Xx3A2ARPM8zFkIyHlk,places/ChIJjc_w_Xx3A2ARPM8zFkIyHlk,カラオケJOYJOY 中川昭和橋店,愛知県名古屋市中川区昭和橋通２丁目37−２,052-653-4777,https://www.joyjoy.co.jp/store/view/Nakagawa-Showabashi,https://maps.google.com/?cid=6421625378098630460,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.124762,136.871742
100,3,ChIJG9oaXVF2A2ARuALb08PeVQQ,places/ChIJG9oaXVF2A2ARuALb08PeVQQ,カラオケJOYJOY 中村 畑江通店,愛知県名古屋市中村区畑江通８丁目３２−１,052-482-1113,https://www.joyjoy.co.jp/store/view/Nakamura-Hatae-Dori,https://maps.google.com/?cid=312400681826452152,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.157372,136.85818
101,3,ChIJjSDsOqtxA2ARRXFt5fRfLxg,places/ChIJjSDsOqtxA2ARRXFt5fRfLxg,カラオケJOYJOY 大曽根駅前店,愛知県名古屋市北区大曽根３丁目１３−２６,052-915-0700,https://www.joyjoy.co.jp/store/view/Ozone-ekimae,https://maps.google.com/?cid=1742717086241485125,月曜日: 10時00分～6時00分,火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.191438,136.935908
102,3,ChIJyQEO7v5xA2ARdwtlhGRVKfw,places/ChIJyQEO7v5xA2ARdwtlhGRVKfw,カラオケJOYJOY 平安通店,愛知県名古屋市北区平安２丁目２−１６,052-914-0009,https://www.joyjoy.co.jp/store/view/Heian-Dori,https://maps.google.com/?cid=18170148061809281911,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.197798,136.929998
103,4,ChIJpxC3mIxwA2ARlytPaGNSzGI,places/ChIJpxC3mIxwA2ARlytPaGNSzGI,カラオケJOYJOY 今池店,愛知県名古屋市千種区今池１丁目１１−６,052-735-0202,https://www.joyjoy.co.jp/store/view/Imaike,https://maps.google.com/?cid=7119155697871170455,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.167796,136.936539
104,4,ChIJ0TpVb-xwA2ARWtsGGSimJgM,places/ChIJ0TpVb-xwA2ARWtsGGSimJgM,カラオケJOYJOY タイホウ千種駅店,愛知県名古屋市千種区新栄３丁目２０−１７ タイホウ千種駅南ビル 3F,052-249-0717,https://www.joyjoy.co.jp/store/view/TAIHO-Chikusa-Station,https://maps.google.com/?cid=227051522377571162,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.168159,136.927923
105,4,ChIJYcxXXz57A2ARypk58G13Xwo,places/ChIJYcxXXz57A2ARypk58G13Xwo,カラオケJOYJOY 天白笹原店,愛知県名古屋市天白区笹原町１９０４,052-892-5601,https://www.joyjoy.co.jp/store/view/Tenpaku-Sasahara,https://maps.google.com/?cid=747447377232239050,"月曜日: 0時00分～2時00分, 10時00分～2時00分",火曜日: 10時00分～2時00分,水曜日: 10時00分～2時00分,木曜日: 10時00分～2時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.11208,136.96353
106,5,ChIJL8CBIMVvA2ARvQiwKL2Yh4k,places/ChIJL8CBIMVvA2ARvQiwKL2Yh4k,カラオケJOYJOY 守山大森IC店,愛知県名古屋市守山区藪田町３０５,052-798-5111,https://www.joyjoy.co.jp/store/view/Moriyama-Oomori-Interchange,https://maps.google.com/?cid=9910057443250931901,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.199761,136.991393
107,5,ChIJ7cIiYVR6A2ARmGseaaWlVT4,places/ChIJ7cIiYVR6A2ARmGseaaWlVT4,カラオケJOYJOY 新瑞橋店,愛知県名古屋市瑞穂区洲山町２丁目２２−２２,052-851-1620,https://www.joyjoy.co.jp/store/view/Aratamabashi,https://maps.google.com/?cid=4491678333223725976,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.117952,136.937684
108,5,ChIJuQTJDyRlA2ARsd81azwk8no,places/ChIJuQTJDyRlA2ARsd81azwk8no,カラオケJOYJOY 名東高針店,愛知県名古屋市名東区高針原２丁目１７０１,052-705-2291,https://www.joyjoy.co.jp/store/view/Meito-Takabari,https://maps.google.com/?cid=8859183258906517425,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.145757,136.994545
109,5,ChIJGzMqD4NlA2ARvWhQEd3a3Ds,places/ChIJGzMqD4NlA2ARvWhQEd3a3Ds,カラオケJOYJOY 藤が丘レインボーパーキング店,愛知県名古屋市名東区藤見が丘20番1 藤が丘レインボーパーキング2階,052-773-2227,https://www.joyjoy.co.jp/store/view/Fujigaoka-Rainbow-Paking,https://maps.google.com/?cid=4313563186127202493,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.181844,137.022605
110,5,ChIJWfaZjHx7A2ARLNrNLS_ikTc,places/ChIJWfaZjHx7A2ARLNrNLS_ikTc,カラオケJOYJOY 緑浦里店,愛知県名古屋市緑区浦里２丁目１７５,052-895-0055,https://www.joyjoy.co.jp/store/view/Midori-Urasato,https://maps.google.com/?cid=4004230235968887340,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.088195,136.94928
111,5,ChIJ06k1FtRiA2ARNUpvxyeFxFA,places/ChIJ06k1FtRiA2ARNUpvxyeFxFA,カラオケJOYJOY 中京競馬店,愛知県名古屋市緑区境松２丁目５０６,052-623-1600,https://www.joyjoy.co.jp/store/view/Chukyo-Keiba,https://maps.google.com/?cid=5819923024365701685,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.060832,136.984612
112,6,ChIJqZczy4B5A2AREkBUzzae24w,places/ChIJqZczy4B5A2AREkBUzzae24w,カラオケJOYJOY 南陽通店,愛知県名古屋市南区三条１丁目１０−１１,052-694-1999,https://www.joyjoy.co.jp/store/view/Nanyo-Dori,https://maps.google.com/?cid=10149880143453372434,"月曜日: 0時00分～6時00分, 11時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.104157,136.901549
113,6,ChIJNwBA2FJ3A2ARSpFrSvntzyc,places/ChIJNwBA2FJ3A2ARSpFrSvntzyc,カラオケJOYJOY 金山駅前店,愛知県名古屋市熱田区金山町１丁目１９−２,052-323-7880,https://www.joyjoy.co.jp/store/view/Kanayama-Ekimae,https://maps.google.com/?cid=2868773142609498442,月曜日: 24 時間営業,火曜日: 24 時間営業,水曜日: 24 時間営業,木曜日: 24 時間営業,金曜日: 24 時間営業,土曜日: 24 時間営業,日曜日: 24 時間営業,35.142677,136.902259
114,6,ChIJkw4v0KxwA2AR1M6bcjKK74w,places/ChIJkw4v0KxwA2AR1M6bcjKK74w,カラオケJOYJOY 金山駅前2号店,愛知県名古屋市熱田区波寄町２４−２２,052-881-4888,https://www.joyjoy.co.jp/store/view/Kanayama-Eki2,https://maps.google.com/?cid=10155487634019569364,月曜日: 10時00分～6時00分,火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～0時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.142646,136.903324
115,6,ChIJ08-hlOh5A2ARt031Iot87pA,places/ChIJ08-hlOh5A2ARt031Iot87pA,カラオケJOYJOY タイホウ熱田ビル店,愛知県名古屋市熱田区六番３丁目１８−５ タイホウ熱田ビル 2F,052-651-7177,https://www.joyjoy.co.jp/store/view/TAIHO-Atsuta-Rokubancho,https://maps.google.com/?cid=10443421522947558839,"月曜日: 0時00分～2時00分, 10時00分～2時00分",火曜日: 10時00分～2時00分,水曜日: 10時00分～2時00分,木曜日: 10時00分～2時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.119046,136.886701
116,8,ChIJ6dyykeR1A2AR9v9kdJ1Tvzg,places/ChIJ6dyykeR1A2AR9v9kdJ1Tvzg,カラオケJOYJOY 甚目寺店,愛知県あま市下萱津九反田54,052-445-2330,https://www.joyjoy.co.jp/store/view/Jimokuji,https://maps.google.com/?cid=4089078922403446774,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.184046,136.8366
117,8,ChIJJSMzXPanA2ARwQPA2jyYve8,places/ChIJJSMzXPanA2ARwQPA2jyYve8,カラオケJOYJOY 尾西郷東店,愛知県一宮市小信中島郷東４５−１,0586-61-1555,https://www.joyjoy.co.jp/store/view/Bisai-Gouhigasi,https://maps.google.com/?cid=17275131132798567361,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.309958,136.750192
118,8,ChIJYbm8cJCgA2ARjPtvsKXRvdI,places/ChIJYbm8cJCgA2ARjPtvsKXRvdI,カラオケJOYJOY 一宮森本店,愛知県一宮市森本３丁目２３−１９,0586-23-6006,https://www.joyjoy.co.jp/store/view/Ichinomiya-Morimoto,https://maps.google.com/?cid=15185524028123118476,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.287529,136.815259
119,8,ChIJvzTRbfufA2ARSLNe0v9RyWE,places/ChIJvzTRbfufA2ARSLNe0v9RyWE,カラオケJOYJOY 稲沢グランドボウル店,愛知県稲沢市井之口大坪町８０−２,0587-32-9991,https://www.joyjoy.co.jp/store/view/Inazawa-Grand-Bowl,https://maps.google.com/?cid=7046253251185783624,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.235608,136.819572
120,8,ChIJ90s_KwqdA2AR_t8RLPBAeZw,places/ChIJ90s_KwqdA2AR_t8RLPBAeZw,カラオケJOYJOY アソビックスかにえ店,愛知県海部郡蟹江町蟹江新田上芝切71,0567-96-6667,https://www.joyjoy.co.jp/store/view/Asobix-Kanie,https://maps.google.com/?cid=11275114542374445054,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.124945,136.786401
121,8,ChIJKyi26bsPA2ARXIntx0JZWNg,places/ChIJKyi26bsPA2ARXIntx0JZWNg,カラオケJOYJOY 犬山駅南店,愛知県犬山市中山町１丁目４５,0568-65-1555,https://www.joyjoy.co.jp/store/view/Inuyama-Station-South,https://maps.google.com/?cid=15589308253499918684,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.375993,136.946556
122,8,ChIJndubPJ5uA2ARzygWZVwenzQ,places/ChIJndubPJ5uA2ARzygWZVwenzQ,カラオケJOYJOY 春日井高蔵寺店,愛知県春日井市高蔵寺町北１丁目４４,0568-51-5525,https://www.joyjoy.co.jp/store/view/Kasugai-Kouzouji,https://maps.google.com/?cid=3791782793451022543,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.266022,137.035802
123,8,ChIJrbEP--GeA2ARHygD6jUp9V8,places/ChIJrbEP--GeA2ARHygD6jUp9V8,カラオケJOYJOY 津島店,愛知県津島市蛭間町桝田２８９,0567-28-1102,https://www.joyjoy.co.jp/store/view/Tsushima,https://maps.google.com/?cid=6914478114433345567,月曜日: 24 時間営業,火曜日: 24 時間営業,水曜日: 24 時間営業,木曜日: 24 時間営業,金曜日: 24 時間営業,土曜日: 24 時間営業,日曜日: 24 時間営業,35.18557,136.771394
124,8,ChIJSRtDjmBvA2ARAKE5mJA462Y,places/ChIJSRtDjmBvA2ARAKE5mJA462Y,カラオケJOYJOY 尾張旭 晴丘店,愛知県尾張旭市北本地ケ原町３丁目５９−２,0561-53-0421,https://www.joyjoy.co.jp/store/view/Owariasahi-Haruoka,https://maps.google.com/?cid=7416083405076013312,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.198199,137.038113
125,10,ChIJQyeVVjy9BGAR8iYPswDIi_M,places/ChIJQyeVVjy9BGAR8iYPswDIi_M,カラオケJOYJOY 東岡崎駅前店,愛知県岡崎市明大寺本町４丁目４４,0564-26-2221,https://www.joyjoy.co.jp/store/view/Higashi-Okazaki-Ekimae,https://maps.google.com/?cid=17549340278308939506,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,34.952776,137.166915
126,10,ChIJ3WJkaj-9BGARyRCbsleXcUI,places/ChIJ3WJkaj-9BGARyRCbsleXcUI,カラオケJOYJOY 岡崎248六名店,愛知県岡崎市六名３丁目5−６,0564-51-7771,https://www.joyjoy.co.jp/store/view/Okazaki-248-Mutsuna,https://maps.google.com/?cid=4787774281786003657,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,34.944566,137.156719
127,10,ChIJ8VIi0wOdBGARoeKT2FTw8iU,places/ChIJ8VIi0wOdBGARoeKT2FTw8iU,カラオケJOYJOY 刈谷逢妻店,愛知県刈谷市高津波町３丁目５０２,0566-21-4888,https://www.joyjoy.co.jp/store/view/Kariya-aiduma,https://maps.google.com/?cid=2734512170968801953,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.000795,136.991806
128,10,ChIJPxqAfyObBGARa-mMSdepusA,places/ChIJPxqAfyObBGARa-mMSdepusA,カラオケJOYJOY 高浜419吉浜店,愛知県高浜市神明町１丁目１−２０,0566-52-3336,https://www.joyjoy.co.jp/store/view/Takahama-419-Yoshihama,https://maps.google.com/?cid=13887599143067380075,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,34.939887,136.997683
129,10,ChIJV4r-KTWRBGARYwhpePxx-Jk,places/ChIJV4r-KTWRBGARYwhpePxx-Jk,カラオケJOYJOY 西尾駅前店,愛知県西尾市住吉町４丁目１８−５,0563-57-0880,https://www.joyjoy.co.jp/store/view/Nishio-Ekimae,https://maps.google.com/?cid=11094743011193063523,月曜日: 24 時間営業,火曜日: 24 時間営業,水曜日: 24 時間営業,木曜日: 24 時間営業,金曜日: 24 時間営業,土曜日: 24 時間営業,日曜日: 24 時間営業,34.863953,137.057434
130,10,ChIJc3LQm7ehBGARIfB1tKxnyz0,places/ChIJc3LQm7ehBGARIfB1tKxnyz0,カラオケJOYJOY 豊田VITS２号店,愛知県豊田市西町５丁目５ ＶＩＴＳ豊田タウン １F,0565-33-9199,https://www.joyjoy.co.jp/store/view/Toyota-Vits-2nd,https://maps.google.com/?cid=4452766648045531169,月曜日: 定休日,火曜日: 定休日,水曜日: 定休日,木曜日: 定休日,金曜日: 18時00分～0時00分,土曜日: 24 時間営業,日曜日: 0時00分～21時00分,35.085159,137.154188
131,10,ChIJax7q_DWhBGAR5d9HcYQmP-o,places/ChIJax7q_DWhBGAR5d9HcYQmP-o,カラオケJOYJOY 豊田駅前店,愛知県豊田市西町５丁目57番地2,0565-31-0002,https://www.joyjoy.co.jp/store/view/Toyota-ekimae,https://maps.google.com/?cid=16879252278685982693,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.08551,137.154266
132,10,ChIJeyT6uN2fBGARLG2n0WOt9Rg,places/ChIJeyT6uN2fBGARLG2n0WOt9Rg,カラオケJOYJOY 豊田153本新店,愛知県豊田市本新町５丁目１２０−３,0565-35-9111,https://www.joyjoy.co.jp/store/view/Toyota-153-Honshin,https://maps.google.com/?cid=1798534270435159340,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.079611,137.115108
133,11,ChIJuYl3CRvHBGARCfm6QfcVrso,places/ChIJuYl3CRvHBGARCfm6QfcVrso,カラオケJOYJOY 蒲郡三谷店,愛知県蒲郡市三谷北通４丁目８４−４,0533-67-7771,https://www.joyjoy.co.jp/store/view/Ggamagori-Miya,https://maps.google.com/?cid=14604634793312975113,月曜日: 24 時間営業,火曜日: 24 時間営業,水曜日: 24 時間営業,木曜日: 24 時間営業,金曜日: 24 時間営業,土曜日: 24 時間営業,日曜日: 24 時間営業,34.821332,137.241239
